Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
37	368	0	56.8	4.27	37	12	25	42.6	18	23.6	2.19e+03	39	14	19	347
36	178	1.97e-34	33.7	4.71	21	67	25	37.8	67	25.1	845	27	69	27	428
35	150	1.98e-30	29.7	4.14	51	28	40	44.6	27.6	38.2	1.15e+03	46	31	45	227
34	142	3.06e-29	28.5	4.24	16	39	16	15.3	39.2	15.3	1.38e+03	12	31	17	318
33	112	1.44e-24	23.8	4.37	23	12	22	22.5	13.3	25.1	1.07e+03	26	12	34	316
32	40	4.92e-11	10.3	4.21	29	13	24	28.7	12.3	23.1	652	30	13	20	276
31	35	7.25e-10	9.14	3.62	47	19	27	47.5	19.6	26.6	567	47	19	27	280
30	26	1.19e-07	6.92	3.99	11	32	27	13.8	33.1	25	247	15	33	25	170
29	24	4.77e-07	6.32	3.29	43	20	40	42.3	23.6	42.7	663	43	26	45	316
28	21	3.04e-06	5.52	3.87	55	33	25	54.4	31.8	25.5	444	55	33	25	217
27	20	5.84e-06	5.23	3.64	15	50	15	15.8	48.3	16	546	16	50	13	252
26	18	2.26e-05	4.64	3.92	54	31	22	53.4	31.1	22.3	332	54	31	21	244
25	18	2.26e-05	4.64	3.61	22	49	24	20.3	46.4	25.2	272	18	46	25	145
24	17	4.53e-05	4.34	4.06	28	18	28	27.5	18.9	27.9	682	29	19	29	302
23	17	4.53e-05	4.34	3.93	44	30	21	44.2	30.2	21.6	232	44	30	21	147
22	17	4.53e-05	4.34	3.26	37	22	22	37.9	24.2	20	491	39	23	20	241
21	16	9.19e-05	4.04	4.18	23	43	25	23.7	43.4	25.1	191	23	43	25	134
20	16	9.19e-05	4.04	3.75	29	18	19	26.6	18.1	19.1	1.11e+03	25	20	19	506
19	16	9.19e-05	4.04	3.63	20	16	26	18.8	18.1	26.2	363	19	15	27	188
18	15	0.000189	3.72	3.62	46	23	38	46.5	24.3	38.1	421	47	24	42	197
17	14	0.000396	3.4	3.35	46	19	14	45.4	19.8	14.4	548	42	20	14	350
16	14	0.000396	3.4	3.18	20	54	14	19.4	51.2	13.3	1.23e+03	21	52	14	504
15	13	0.000843	3.07	4.14	20	50	25	20.7	51.6	23.8	232	20	50	25	158
14	13	0.000843	3.07	4.47	16	64	21	18.1	64.4	20.7	844	21	67	20	506
13	12	0.00183	2.74	3.05	35	18	15	36.6	18	15	467	37	19	15	364
12	12	0.00183	2.74	3.35	34	24	25	33.9	23.7	25.1	439	34	24	27	325
11	12	0.00183	2.74	3.05	32	35	19	30.9	35.6	19	425	32	37	19	241
10	12	0.00183	2.74	4.06	14	60	25	13.8	59.6	24.2	487	13	60	25	295
9	11	0.00406	2.39	3.16	21	13	32	21.8	13.7	32.4	707	23	13	34	266
8	11	0.00406	2.39	3.31	53	46	24	52.6	45	23.9	402	53	46	24	228
7	11	0.00406	2.39	3.11	33	48	18	33.1	48.7	17.2	990	35	48	17	743
6	10	0.00922	2.04	3.47	49	31	27	49.1	30.9	27.5	199	50	31	28	164
5	10	0.00922	2.04	3.31	21	59	19	19.6	58.3	20.6	573	20	58	19	272
4	10	0.00922	2.04	3.63	42	27	17	42.9	26.4	17.7	892	44	25	18	530
3	9	0.0214	1.67	2.93	16	41	19	15.7	41.3	20.7	351	17	42	21	181
2	9	0.0214	1.67	4.23	40	46	43	39.7	46.5	43.6	205	40	46	43	121
1	9	0.0214	1.67	3.49	43	42	38	45.4	42.6	38.6	160	47	44	39	114
