Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
13	20	7.03e-06	5.15	3.36	21	17	13	19.6	18.5	13.1	2.85e+03	21	17	13	1.74e+03
12	17	5.31e-05	4.27	2.87	34	15	13	36	15.5	13.2	2.83e+03	35	16	13	1.83e+03
11	13	0.000963	3.02	4.08	17	28	25	17	27.3	26.2	1.37e+03	15	28	27	705
10	12	0.00208	2.68	3.95	26	67	32	26	67.9	30.6	4.25e+03	26	67	32	2.77e+03
9	11	0.00457	2.34	3.13	32	67	32	30.5	67.4	32.3	4.45e+03	29	68	32	2.42e+03
8	11	0.00457	2.34	3.33	36	69	31	35.9	69.4	30.8	5.32e+03	36	69	31	2.69e+03
7	11	0.00457	2.34	3.12	30	43	36	30.3	41.2	36	1.12e+03	32	40	36	612
6	11	0.00457	2.34	3.47	43	17	13	42.9	18	13	2.59e+03	43	17	13	1.75e+03
5	11	0.00457	2.34	3.08	43	28	47	41.4	29.7	46.5	2.92e+03	42	27	47	1.26e+03
4	10	0.0103	1.99	3.36	29	31	27	27.3	30	26	2.14e+03	30	31	26	1.15e+03
3	10	0.0103	1.99	3.47	27	24	13	27.1	23.4	13	2.25e+03	30	24	13	1.43e+03
2	9	0.0237	1.62	3.2	46	53	14	45.3	53.1	14.8	3.46e+03	44	53	14	1.88e+03
1	9	0.0237	1.62	3.05	14	30	29	11.5	28.8	29.2	1.71e+03	10	28	30	1.21e+03
