Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
14	7	4.59e-06	5.34	3.85	47	36	30	47.5	36.4	29.9	97.2	48	36	29	61.3
13	5	0.000197	3.7	4.04	30	46	19	29.4	45.2	19	255	30	46	19	218
12	5	0.000197	3.7	3.9	55	34	20	54.8	33.6	19.8	76.8	54	33	19	47.1
11	5	0.000197	3.7	3.98	25	50	18	25.8	49	18.6	120	27	49	19	104
10	4	0.00156	2.81	3.32	11	31	18	10.5	31.8	18.7	105	11	31	18	88.4
9	4	0.00156	2.81	4.07	30	37	14	29.7	37	14.3	49.1	29	37	15	45.6
8	3	0.0146	1.84	3.33	38	37	12	37.7	36.3	11.7	96.5	37	36	11	82
7	3	0.0146	1.84	3.74	41	44	16	40	44	16.6	120	39	44	17	87.9
6	3	0.0146	1.84	3.5	54	39	30	54.6	38.7	30	51.7	54	39	30	41.6
5	3	0.0146	1.84	3.82	55	43	21	55	43.6	21.3	51.5	56	44	21	44.9
4	3	0.0146	1.84	3.82	32	58	23	32.6	58.3	23	148	33	58	23	123
3	3	0.0146	1.84	4.65	31	41	19	31.3	41.3	19	347	31	42	19	293
2	3	0.0146	1.84	3.79	31	43	16	31	43.6	15.7	123	31	43	16	109
1	3	0.0146	1.84	3.41	40	33	32	39.3	32.7	31.3	83.3	39	33	31	63.5
