Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
68	23	6.88e-16	15.2	4.7	50	49	20	51.8	47.1	20.7	41.9	50	50	20	24.9
67	16	4.94e-12	11.3	4.67	51	37	40	51.2	37.8	38.7	66.7	52	38	40	28.8
66	15	1.94e-11	10.7	4.9	53	44	33	48.9	41.6	34.2	33.8	52	44	33	19
65	13	3.28e-10	9.48	4.19	52	41	23	53.7	38.9	24.4	53.6	55	39	24	24.4
64	12	1.42e-09	8.85	4.24	47	42	43	45.8	40.8	44	36.6	46	40	44	23.3
63	11	6.43e-09	8.19	4.17	53	35	29	51.7	34.9	30.1	29.1	53	35	29	19.6
62	11	6.43e-09	8.19	4.1	15	36	32	16.3	37	30.8	19.7	16	37	30	13.6
61	9	1.79e-07	6.75	4.41	13	40	27	13.9	39.5	27.1	31.7	13	40	28	20.4
60	8	8.34e-07	6.08	3.94	33	50	47	31.6	49.4	47.2	63.8	33	50	47	30.1
59	8	8.34e-07	6.08	3.94	32	23	30	32.3	23.7	29.9	79.3	32	25	30	56.8
58	8	8.34e-07	6.08	4.15	14	28	28	14.1	28	28.6	25.3	14	28	28	18.5
57	8	8.34e-07	6.08	4.02	37	35	27	36.4	36.8	27.2	21.4	35	38	27	16.2
56	7	4.59e-06	5.34	4.36	52	44	19	50.8	43	18.5	21.1	52	44	19	16.9
55	7	4.59e-06	5.34	4.03	30	46	28	30.1	45.7	27.4	35.7	30	45	27	28.3
54	6	2.86e-05	4.54	4.68	53	39	28	53.3	38.5	28	38.3	54	39	28	29.5
53	6	2.86e-05	4.54	3.88	19	38	35	18.8	39	35.3	26.4	18	39	35	17.6
52	6	2.86e-05	4.54	4.26	51	37	29	50.8	36.5	28.2	22.1	51	36	28	17.9
51	6	2.86e-05	4.54	5	47	35	28	47	35.4	27.7	36.9	47	35	28	24.6
50	6	2.86e-05	4.54	4.02	32	42	49	31.7	42.8	49	67.3	32	43	49	48
49	6	2.86e-05	4.54	3.55	55	40	21	54	41.8	20.7	19.2	54	44	20	15.9
48	5	0.000197	3.7	3.52	42	25	36	42.4	25.6	36.2	16.4	44	26	37	13
47	5	0.000197	3.7	4.26	48	36	36	46.5	35.2	36	14.4	48	36	36	12.2
46	5	0.000197	3.7	3.98	41	37	20	40	37	19.6	37.8	39	37	19	31.7
45	5	0.000197	3.7	3.87	44	37	27	43.8	37.2	27.4	19.9	44	38	28	15.5
44	5	0.000197	3.7	3.65	44	45	44	43.8	45.2	43.8	32.6	44	45	44	27
43	5	0.000197	3.7	3.95	50	41	26	49.4	41.6	25.2	30.5	48	42	24	21.7
42	5	0.000197	3.7	3.86	11	34	24	10.2	35.5	24.8	45.9	10	37	25	32.1
41	5	0.000197	3.7	4.02	55	29	23	53.9	30.1	24	29.4	53	30	24	23.8
40	5	0.000197	3.7	4.36	50	51	23	49.8	51.8	22.2	54.2	50	51	23	35.5
39	5	0.000197	3.7	4.58	34	30	36	34.9	30.5	36	15.7	36	31	36	14
38	4	0.00156	2.81	3.7	28	41	30	28.3	41	29.8	29.1	29	41	30	21
37	4	0.00156	2.81	3.92	13	38	31	12.3	38.2	30.5	25.1	11	39	31	20.4
36	4	0.00156	2.81	3.85	11	44	32	10.8	44.5	32.5	23.7	11	44	32	18.5
35	4	0.00156	2.81	3.9	55	40	17	54.5	39.5	17.2	29	55	40	17	21.7
