Cluster Index	Z	x	y	z	
152	7.43	37	41	49
152	6.99	18	60	32
152	6.24	14	49	35
152	6.1	26	37	49
152	6.08	29	30	44
152	6.05	34	37	49
151	5.74	37	53	25
151	4.88	34	49	29
151	4.85	34	51	26
151	4.84	34	46	28
151	4.7	34	50	23
151	4.59	33	47	25
150	6.46	55	37	36
150	5.1	55	35	35
150	4.9	52	45	37
150	4.49	52	40	39
150	4.4	55	37	34
150	4.33	54	37	38
149	5.38	17	44	41
149	4.91	23	44	43
149	4.69	23	49	44
149	4.63	24	46	43
149	4.61	21	44	45
149	4.5	23	45	46
148	5.1	52	50	32
148	4.8	49	50	36
148	4.76	52	48	34
148	4.65	50	49	30
148	4.51	51	54	31
148	4.46	53	48	32
147	5.36	45	37	19
147	5.34	40	40	14
147	4.81	43	40	14
147	4.71	44	38	15
147	4.63	39	40	19
147	4.16	43	36	20
146	4.73	22	22	43
146	4.61	21	20	42
146	4.48	18	26	42
146	4.42	23	19	41
146	4.28	20	26	41
146	4.19	22	26	42
145	5.07	33	31	24
145	4.48	33	26	25
145	4.24	31	29	25
145	3.82	30	25	23
145	3.53	33	29	28
145	3.53	31	29	29
144	5.48	18	37	16
144	5.09	22	41	15
144	4.55	20	39	15
144	4.48	20	37	18
144	3.79	20	39	18
144	3.29	26	41	18
143	6.14	28	49	21
143	5.38	28	45	20
143	5.14	26	47	21
143	4.52	28	47	23
143	4.34	26	49	23
142	5.08	48	32	42
142	4.56	44	34	41
142	4.16	50	36	40
142	3.6	50	33	40
142	3.48	51	30	40
142	3.48	53	30	39
141	5.23	40	30	44
141	5.15	42	30	46
141	4.39	42	31	41
141	4.38	39	33	48
141	4.19	44	31	43
141	4.03	42	33	47
140	5.14	10	43	24
140	4.75	10	39	23
140	4.25	11	46	23
140	4.11	10	38	26
140	3.82	13	46	22
140	3.4	12	41	24
139	4.46	37	55	18
139	4.2	39	55	19
139	4.07	35	55	15
138	4.77	41	55	38
138	4.12	40	52	39
138	4.1	41	53	42
138	4.04	41	51	41
137	4.92	17	48	22
137	4.43	15	49	22
137	4	16	49	24
137	3.9	17	50	20
137	3.8	14	51	19
137	3.47	17	51	24
136	5.08	25	60	37
136	4.98	22	57	38
136	4.77	22	56	35
136	4.37	23	55	40
136	4.34	25	57	36
135	5.47	23	53	42
135	4.83	25	54	39
135	4.57	24	55	42
135	4.2	23	52	40
135	3.86	24	52	38
135	3.76	24	50	39
134	5.61	47	60	26
134	4.27	45	61	25
134	3.64	44	57	27
134	3.64	45	61	27
133	4.69	32	36	39
133	4.57	32	35	42
133	4.17	32	37	44
133	3.89	32	39	37
132	4.64	55	42	24
132	4.29	55	44	26
132	4.1	55	42	22
131	4.17	16	46	14
131	3.96	18	49	17
131	3.95	19	47	16
131	3.65	20	49	18
131	3.29	18	51	16
130	4.48	31	62	24
130	3.78	29	64	23
130	3.65	33	61	24
129	5.05	27	53	25
129	4.28	29	52	28
129	4.05	27	52	27
129	3.73	27	51	24
128	4.9	23	16	37
127	4.9	41	45	20
127	4.16	38	46	20
127	3.78	37	44	20
126	4.49	18	40	41
126	4.1	14	41	40
125	5.29	30	13	14
125	3.73	32	15	14
124	4.38	22	15	13
124	4.35	16	19	13
124	3.95	19	16	13
123	5.11	39	35	45
123	5.03	40	36	43
123	4.29	41	37	47
122	4.27	46	43	11
122	4.23	43	45	12
122	3.53	46	46	11
121	4.88	56	33	19
121	3.95	57	38	17
121	3.66	56	36	19
120	5.2	43	36	46
120	4.15	45	37	43
120	3.66	46	38	45
119	4.28	29	68	24
119	4.13	28	67	26
119	3.97	26	68	26
118	4.06	13	46	18
118	3.48	12	46	15
118	3.35	12	44	15
117	4.52	53	36	22
116	4.54	43	15	12
115	4.37	32	48	45
115	4.32	32	48	41
115	3.63	32	46	43
114	4.92	50	57	28
113	4.39	42	22	25
113	3.84	40	19	26
112	4.62	43	58	38
112	4.17	40	60	37
112	3.6	40	59	35
111	4.46	48	30	42
111	3.73	46	29	39
110	4.34	11	49	32
110	3.87	10	47	35
109	5.21	8	40	33
109	4.13	8	39	35
108	4.07	56	34	22
108	3.93	54	33	21
108	3.91	55	32	23
107	4.76	18	57	32
107	4.67	18	58	34
107	4.26	19	56	34
106	4.34	43	39	21
105	4.83	51	58	24
105	4.26	49	60	21
105	3.85	51	58	22
104	4.8	14	59	30
104	4.25	16	62	31
103	4.66	39	49	21
103	4.22	37	48	21
102	3.81	35	69	26
102	3.57	33	68	25
102	3.35	37	68	26
101	3.89	35	12	13
101	3.6	37	12	13
100	4.77	38	31	48
100	3.93	35	29	49
99	4.19	7	34	23
99	3.42	7	32	23
98	4.71	33	16	25
98	3.72	35	17	25
98	3.48	33	15	28
97	4.21	21	66	21
97	4.2	23	66	20
97	3.56	23	66	22
96	4.06	50	37	42
95	4.11	26	67	19
95	4.05	28	66	18
94	3.96	25	70	25
93	3.84	18	59	25
93	3.6	16	59	23
93	3.53	17	62	23
92	4.9	26	67	30
92	3.55	26	68	33
91	3.61	21	61	26
91	3.53	23	59	28
90	4.56	30	17	37
90	4.3	28	18	37
90	3.85	32	17	36
89	3.68	48	51	28
89	3.6	48	53	27
89	3.39	46	52	27
88	4.24	51	47	18
88	3.52	51	45	20
87	3.93	45	64	24
86	4.23	44	53	17
86	3.83	47	54	18
85	4.29	54	30	20
84	4.64	42	33	43
83	4.36	14	40	11
82	4.61	23	49	12
82	4.17	24	47	13
81	3.76	20	58	31
81	3.72	22	57	32
80	4.07	35	21	44
79	4.9	32	42	45
79	3.46	29	43	43
78	3.69	16	21	17
77	4.48	28	10	20
76	4.25	37	52	39
76	3.45	36	52	37
75	3.49	24	45	20
75	3.32	21	44	18
74	4.79	41	65	26
73	3.73	30	15	29
72	3.7	31	67	22
71	4.01	40	24	45
71	3.71	37	22	45
70	4.53	23	25	26
69	4.14	31	20	28
68	4.56	48	52	40
68	4.39	47	50	41
67	3.88	8	41	19
66	3.51	40	20	42
66	3.29	42	19	41
65	4.25	51	43	18
64	4.1	43	51	21
63	4.22	23	61	39
63	3.48	25	63	39
62	4.1	20	54	24
61	4.65	26	42	44
60	5.68	51	50	24
60	4.84	51	48	23
59	4.18	34	40	19
58	4.61	44	61	20
57	3.63	36	25	28
56	3.96	23	17	17
56	3.36	22	19	16
55	3.9	21	49	15
55	3.4	21	48	13
54	4.3	37	67	30
53	4.35	19	37	45
52	3.9	38	32	30
51	4.27	10	38	38
50	4.09	13	30	35
49	4.89	34	38	44
48	4.54	22	57	19
47	3.73	55	33	34
46	4.26	39	10	21
45	4.16	16	54	19
45	3.44	16	56	19
44	4.38	54	33	39
43	3.83	28	29	20
43	3.4	30	28	21
42	4.06	16	23	27
41	4.43	12	22	21
40	3.76	36	45	32
39	4.64	20	13	21
38	4.01	31	11	21
37	4.78	12	44	40
37	3.54	11	44	38
36	4.04	35	17	39
35	3.83	12	28	19
34	4.49	12	55	28
33	4.32	27	53	18
32	4.68	46	55	28
31	4.65	33	21	21
30	3.82	38	17	16
29	4.52	29	56	15
28	3.82	11	56	23
27	3.92	54	45	28
26	3.5	38	28	44
25	3.89	31	54	27
24	4.34	34	34	44
24	3.57	32	33	43
23	3.8	38	16	33
22	4.21	33	55	36
21	3.66	15	25	22
20	3.71	47	40	14
19	3.91	17	26	15
18	3.53	26	11	30
17	3.77	16	42	13
16	3.53	31	55	22
15	4.36	50	55	24
14	4.89	42	67	24
13	3.88	27	46	47
12	3.76	40	24	33
11	3.91	32	57	25
10	3.45	53	41	15
9	4.11	47	55	31
8	4.11	35	46	41
7	3.63	24	40	20
7	3.53	22	40	20
6	3.94	52	34	18
5	3.72	48	44	30
4	4.03	55	40	17
3	4.76	30	70	27
3	3.26	32	70	27
2	4.38	12	38	36
1	3.61	56	32	27
