Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	276	7.54e-14	13.1	5.38	52	25	34	48.6	25.4	34.3	275	49	26	33	102
10	266	1.72e-13	12.8	4.35	32	27	32	31.6	26.4	33.3	247	32	19	36	104
9	216	1.25e-11	10.9	4.74	19	25	34	17.1	22.1	34.1	248	15	21	35	102
8	96	2.09e-06	5.68	4.89	33	26	9	32.1	25.9	11.6	164	32	27	9	76.3
7	45	0.00161	2.79	4.03	43	52	39	43.9	50.7	38.6	66.2	43	53	38	43.2
6	44	0.00187	2.73	4.19	55	30	22	54.6	31	22.1	138	53	27	21	82.1
5	33	0.0106	1.98	4.87	53	40	15	53.2	40.2	17.2	73.9	53	40	15	48.5
4	29	0.0207	1.68	4.79	39	39	17	41.1	38.8	17.6	100	39	39	17	72.7
3	28	0.0247	1.61	3.89	49	55	23	48.5	56.4	22.4	105	49	56	21	72.9
2	26	0.035	1.46	4.62	35	61	33	34.6	61.6	33	152	33	65	34	67.6
1	25	0.0418	1.38	3.81	49	44	16	50.3	45	15.8	79.4	51	45	14	60.4
