Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
17	23	6.18e-05	4.21	3.57	15	45	25	14.7	43.2	26.7	2.54e+03	15	42	26	1.31e+03
16	23	6.18e-05	4.21	4.06	27	33	29	28.3	34.5	27.3	2.16e+03	31	36	26	1.24e+03
15	22	0.000102	3.99	3.56	26	28	19	27.4	27.8	18.4	1.5e+03	29	27	21	864
14	21	0.00017	3.77	3.67	17	19	11	17.9	18	12	1.71e+03	17	19	11	939
13	16	0.00249	2.6	3.25	15	25	30	15	25.7	32.1	1.04e+03	16	25	31	762
12	15	0.0044	2.36	3.94	35	23	31	33.6	22.7	31.3	1.61e+03	32	23	32	1.09e+03
11	15	0.0044	2.36	3.47	21	28	12	22.9	27.5	12.7	1.54e+03	21	28	12	919
10	14	0.00785	2.1	3.18	35	62	27	36.8	60.2	28.5	1.29e+03	35	62	26	757
9	14	0.00785	2.1	3.88	48	62	29	47.9	62.5	28.2	1.53e+03	48	62	29	1.03e+03
8	14	0.00785	2.1	3.47	31	24	35	31.9	22.4	36.5	1.41e+03	32	22	35	958
7	13	0.0142	1.85	3.2	22	22	32	22.6	22.5	32.4	1.12e+03	22	22	33	729
6	13	0.0142	1.85	3.59	33	27	11	33.7	25.9	11.3	2.11e+03	33	27	11	1.38e+03
5	12	0.026	1.58	3.61	18	19	37	17.1	21.3	36.8	1.79e+03	18	19	37	913
4	11	0.0482	1.32	3.05	27	38	26	27.6	38.6	27.1	1.4e+03	29	39	27	939
3	11	0.0482	1.32	3.04	11	31	19	10.6	30.4	19	2.23e+03	11	30	19	1.58e+03
2	11	0.0482	1.32	3.25	16	29	41	16	27.3	40.3	1.55e+03	18	27	40	860
1	11	0.0482	1.32	4.01	50	58	30	50.9	56.7	28.7	1.59e+03	50	58	30	1.07e+03
