Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
33	413	0	48	5.54	45	14	26	42.8	17.3	27.5	4.26e+03	43	15	33	712
32	314	3.77e-40	39.4	5.03	22	17	19	21.7	17.8	23.5	3.44e+03	18	18	18	720
31	100	2.27e-17	16.6	4.88	47	47	36	46.5	47.8	34.7	1.65e+03	47	49	35	756
30	95	1.06e-16	16	5.47	18	45	43	26.6	46.7	45	2.35e+03	27	48	47	946
29	85	2.52e-15	14.6	4.85	15	46	15	14.8	44.8	18.3	2.43e+03	15	47	12	707
28	57	3.79e-11	10.4	4.32	27	21	39	24.5	23.8	37.8	1.77e+03	27	20	39	786
27	55	7.96e-11	10.1	3.97	20	40	16	18.1	40.3	14.6	1.72e+03	16	44	12	855
26	44	5.6e-09	8.25	3.78	44	48	14	42.4	47.7	14.7	2.09e+03	46	51	14	1.23e+03
25	42	1.26e-08	7.9	3.74	48	41	16	47.9	43.3	15.2	1.47e+03	48	44	12	774
24	41	1.89e-08	7.72	3.82	39	56	18	40.8	54.3	18	2.07e+03	38	58	17	940
23	41	1.89e-08	7.72	4.02	14	29	25	13.6	29.6	25.3	1.22e+03	10	30	24	598
22	33	5.96e-07	6.22	4.83	19	45	35	17.1	44.2	36	1.33e+03	14	46	39	695
21	31	1.37e-06	5.86	4.28	22	19	8	24.8	18.9	9.82	953	19	20	8	636
20	27	8.88e-06	5.05	4.47	47	42	44	46.9	41.9	42.8	2.06e+03	47	42	44	909
19	26	1.43e-05	4.84	3.51	20	49	16	21.8	46.7	16.3	2.84e+03	23	46	15	1.69e+03
18	21	0.00017	3.77	3.66	37	31	13	34.6	29.6	13.6	1.91e+03	33	29	13	929
17	19	0.000484	3.32	3.38	51	25	21	49.8	24.2	20.6	1.35e+03	51	25	20	616
16	17	0.00143	2.85	3.93	34	60	33	33.3	59.2	32.7	1.15e+03	33	59	32	798
15	15	0.0044	2.36	3.55	29	66	35	28.7	64.6	36.3	1.17e+03	28	65	34	728
14	15	0.0044	2.36	3.31	47	48	16	48.8	47.1	16.1	1.18e+03	49	48	15	699
13	14	0.00785	2.1	3.08	39	42	21	40.5	41.3	17.4	1.9e+03	39	41	20	915
12	14	0.00785	2.1	4.06	35	53	47	34.7	54	45.9	1.69e+03	35	54	46	1.08e+03
11	14	0.00785	2.1	3.65	46	51	26	46.1	53.1	24.8	1.32e+03	45	53	25	705
10	14	0.00785	2.1	3.84	33	34	10	33.4	31.7	9.5	2.67e+03	36	33	9	971
9	13	0.0142	1.85	4.08	52	24	24	51.7	23	24.3	1.09e+03	52	23	25	792
8	12	0.026	1.58	3.8	48	27	31	47.6	27.4	30.9	900	48	27	31	644
7	12	0.026	1.58	3.71	15	54	22	15.8	54.4	21.6	1.38e+03	15	54	22	903
6	12	0.026	1.58	3.35	32	47	34	32.8	47.1	32.3	1.04e+03	32	47	34	698
5	12	0.026	1.58	3.3	15	50	26	17.3	49.7	26.1	1.08e+03	18	49	25	630
4	11	0.0482	1.32	3.86	40	43	25	39.2	44.8	23.5	893	38	46	22	627
3	11	0.0482	1.32	3.19	20	43	20	19.8	42.6	19.3	808	20	41	21	555
2	11	0.0482	1.32	3.1	44	45	24	45.9	42.5	23.3	1.81e+03	48	42	22	825
1	11	0.0482	1.32	4.01	41	29	18	40.8	27.9	19	1.06e+03	40	28	19	820
