Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
31	7035	0	336	9.55	44	16	30	33.4	29.7	28.4	2.19e+03	30	33	8	291
30	241	3.02e-33	32.5	5.13	32	44	30	29.7	44.1	28.2	652	34	45	29	253
29	232	2.38e-32	31.6	5.69	50	51	29	44.5	51.5	23.6	566	45	54	18	260
28	100	2.27e-17	16.6	5.25	46	22	6	47.9	23.6	10.6	717	46	22	6	311
27	80	1.28e-14	13.9	4.65	12	43	15	18.3	46.6	13.9	1.19e+03	21	50	15	433
26	76	4.85e-14	13.3	4.17	39	23	8	37.1	25	9.3	903	37	30	8	272
25	67	1.05e-12	12	5.09	28	18	9	24.4	18.9	9.59	969	29	21	8	263
24	60	1.27e-11	10.9	5.22	33	28	15	32.1	28.2	13.8	928	34	29	13	426
23	49	7.78e-10	9.11	4.63	39	38	33	38.2	39.5	31.8	368	37	41	33	206
22	43	8.38e-09	8.08	5.95	49	57	29	48	55.8	30.6	412	49	57	29	216
21	38	5.96e-08	7.22	4.88	54	41	24	51.4	37.3	23	405	54	41	24	169
20	37	1.19e-07	6.92	4.39	25	55	18	24.7	55.4	17.7	407	23	52	16	272
19	26	1.43e-05	4.84	5.38	48	56	35	46.2	56.7	35.1	620	48	56	35	244
18	23	6.18e-05	4.21	5.64	14	20	12	19.1	15.2	12	377	14	20	12	211
17	22	0.000102	3.99	3.83	22	52	23	22.4	50.5	21.7	366	20	52	23	225
16	22	0.000102	3.99	4.41	57	33	18	56.1	32.8	20.3	386	55	32	22	244
15	22	0.000102	3.99	3.55	26	23	29	23.8	23.8	28.6	328	27	24	26	158
14	21	0.00017	3.77	4.6	28	68	28	26.5	68.3	28	582	30	68	27	344
13	20	0.000286	3.54	4.56	17	51	11	15.4	51.5	13.7	1.73e+03	16	51	11	597
12	19	0.000484	3.32	4.28	18	58	29	17.9	57	29.2	335	15	56	29	191
11	17	0.00143	2.85	3.56	22	32	43	21.3	32.4	38.7	309	21	32	41	162
10	16	0.00249	2.6	3.9	31	64	38	29.5	63.8	37.6	405	31	64	38	229
9	16	0.00249	2.6	3.58	26	31	39	26.4	31.5	39.3	186	27	32	37	144
8	16	0.00249	2.6	4.79	48	49	17	48.2	47.1	19.7	704	47	45	21	392
7	15	0.0044	2.36	4.42	16	56	19	16.4	55.8	19.2	485	17	54	19	276
6	14	0.00785	2.1	3.61	31	58	45	28.9	58.7	43.8	283	31	58	45	177
5	13	0.0142	1.85	4.16	23	25	23	24.2	25	23.6	269	23	25	23	166
4	12	0.026	1.58	4.29	23	23	16	24	22.5	15.8	257	24	22	15	183
3	12	0.026	1.58	4	34	35	33	34.5	36.2	33.1	263	34	35	33	191
2	11	0.0482	1.32	3.51	17	23	9	16.7	22.6	9.34	272	16	21	11	198
1	11	0.0482	1.32	3.18	40	47	20	38.3	46.2	20.6	579	36	45	21	313
