onset	duration	trial_type	response_time	Offer
4.012420	3.542080	missed_trial	n/a	7
4.012420	33.500000	block_computer_fair	n/a	n/a
8.323940	3.512050	event_accept_computer_fair	2.567220	10
12.604400	3.511310	event_accept_computer_fair	1.706240	2
16.884800	3.510350	event_accept_computer_fair	1.829470	9
21.164800	3.510890	event_accept_computer_fair	2.020020	7
25.431700	3.509540	event_accept_computer_fair	1.506170	10
29.698600	3.507920	event_accept_computer_fair	1.609650	7
33.977500	3.509400	event_accept_computer_fair	1.817290	5
47.494700	3.508910	event_accept_ingroup_unfair	2.678600	4
47.494700	33.500000	block_ingroup_unfair	n/a	n/a
51.774300	3.509130	event_accept_ingroup_unfair	1.801950	2
56.052500	3.512660	event_accept_ingroup_unfair	1.727140	7
60.334600	3.525990	event_accept_ingroup_unfair	1.465540	4
64.629300	3.528000	event_accept_ingroup_unfair	2.041210	5
68.915000	3.522800	event_accept_ingroup_unfair	1.741860	4
73.208200	3.509530	event_reject_ingroup_unfair	1.969020	2
77.473700	3.525480	event_accept_ingroup_unfair	2.557460	3
91.020900	3.509380	event_accept_computer_unfair	2.521340	4
91.020900	33.500000	block_computer_unfair	n/a	n/a
95.300800	3.510780	event_accept_computer_unfair	1.611030	5
99.580800	3.510800	event_reject_computer_unfair	2.051470	1
103.862000	3.525990	event_accept_computer_unfair	1.556890	3
108.159000	3.509590	event_accept_computer_unfair	1.513400	4
112.425000	3.508570	event_reject_computer_unfair	1.717830	8
116.688000	3.525420	event_reject_computer_unfair	2.309050	1
120.970000	3.510660	event_reject_computer_unfair	1.495990	2
136.494000	3.509390	event_accept_ingroup_fair	2.802600	4
136.494000	33.500000	block_ingroup_fair	n/a	n/a
140.773000	3.525830	event_accept_ingroup_fair	1.442230	5
145.068000	3.510850	event_accept_ingroup_fair	2.335040	7
149.349000	3.526110	event_accept_ingroup_fair	1.791100	9
153.630000	3.510180	event_accept_ingroup_fair	1.229130	7
157.911000	3.511160	event_accept_ingroup_fair	1.669810	9
162.179000	3.506050	event_accept_ingroup_fair	1.470610	10
166.456000	3.525130	event_accept_ingroup_fair	1.347590	9
177.997000	3.524650	missed_trial	n/a	9
177.997000	33.500000	block_outgroup_fair	n/a	n/a
182.291000	3.526000	event_reject_outgroup_fair	2.042410	4
186.574000	3.524320	event_reject_outgroup_fair	2.546720	8
190.871000	3.523730	event_reject_outgroup_fair	1.669490	7
195.151000	3.524550	event_accept_outgroup_fair	2.092990	8
199.447000	3.523400	event_accept_outgroup_fair	1.900360	8
203.728000	3.501340	event_accept_outgroup_fair	2.023500	8
207.992000	3.526920	event_reject_outgroup_fair	2.496410	5
223.531000	3.511070	event_reject_outgroup_unfair	1.486120	2
223.531000	33.500000	block_outgroup_unfair	n/a	n/a
227.812000	3.525940	event_reject_outgroup_unfair	1.275480	2
232.106000	3.512830	event_reject_outgroup_unfair	1.668570	1
236.374000	3.508750	event_reject_outgroup_unfair	1.220290	1
240.639000	3.523630	event_accept_outgroup_unfair	2.026130	9
244.919000	3.524580	event_accept_outgroup_unfair	1.933150	5
249.200000	3.508430	event_reject_outgroup_unfair	1.371630	2
253.465000	3.524670	event_reject_outgroup_unfair	2.060650	3
268.988000	3.524620	missed_trial	n/a	1
268.988000	33.500000	block_computer_fair	n/a	n/a
273.268000	3.509150	event_accept_computer_fair	1.689860	5
277.548000	3.525820	event_accept_computer_fair	1.480420	10
281.844000	3.510350	event_accept_computer_fair	1.287670	10
286.125000	3.511730	event_accept_computer_fair	1.577380	9
290.405000	3.510210	event_accept_computer_fair	1.484260	7
294.671000	3.525050	event_accept_computer_fair	1.021070	9
298.967000	3.524910	event_accept_computer_fair	1.495930	9
310.492000	3.540540	missed_trial	n/a	6
310.492000	33.500000	block_ingroup_unfair	n/a	n/a
314.804000	3.509310	event_reject_ingroup_unfair	1.871570	1
319.084000	3.511440	event_reject_ingroup_unfair	1.829140	4
323.366000	3.525400	event_accept_ingroup_unfair	1.049600	10
327.661000	3.525710	event_accept_ingroup_unfair	2.025150	3
331.958000	3.508630	event_reject_ingroup_unfair	1.614790	1
336.223000	3.506260	event_reject_ingroup_unfair	1.970880	2
340.473000	3.517330	event_reject_ingroup_unfair	1.690880	3
353.989000	3.508770	event_accept_computer_unfair	2.585930	3
353.989000	33.500000	block_computer_unfair	n/a	n/a
358.268000	3.526090	event_accept_computer_unfair	1.543950	8
362.564000	3.526530	event_accept_computer_unfair	1.634290	1
366.847000	3.507630	event_accept_computer_unfair	1.721060	2
371.111000	3.509510	event_accept_computer_unfair	1.594270	6
375.390000	3.510250	event_accept_computer_unfair	1.017740	4
379.657000	3.508360	event_accept_computer_unfair	1.472010	3
383.935000	3.514520	event_accept_computer_unfair	1.446980	2
