Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
31	31	4.06e-17	16.4	4.64	20	25	11	23.1	25.5	11	9.79	22	28	11	5.46
30	15	8.48e-10	9.07	4.77	21	44	14	17.4	42.9	14.6	6.84	16	44	14	4.48
29	9	2.09e-06	5.68	5.39	47	46	14	47.9	45.4	13.9	6.41	47	46	14	4.52
28	6	0.000201	3.7	4.05	14	45	20	15	45.5	18.3	6.23	16	47	17	3.86
27	5	0.00108	2.97	4.22	52	34	17	52.2	32.8	17.8	8.55	52	31	19	6.34
26	5	0.00108	2.97	3.83	27	23	11	27.8	22.2	11	5.43	28	22	11	5.08
25	5	0.00108	2.97	4.84	23	37	21	22.9	37	21	9.67	23	37	21	6.09
24	4	0.00652	2.19	3.83	47	29	11	46.5	29.5	11	13	47	29	11	11
23	4	0.00652	2.19	3.86	46	27	11	46.5	26.5	11.2	7.27	46	27	11	5.14
22	4	0.00652	2.19	4.04	41	26	13	41.5	26.5	12.3	4.86	41	27	12	4.21
21	4	0.00652	2.19	3.56	47	35	43	47	34.3	43	3.9	47	34	43	3.65
20	4	0.00652	2.19	4.84	31	58	19	31.5	58	19	8.1	31	58	19	6.58
19	4	0.00652	2.19	4.97	8	27	26	8	27.5	26	3.2	8	27	26	2.48
18	4	0.00652	2.19	4.89	42	26	10	42	25.8	10	7.68	42	26	10	6.05
17	4	0.00652	2.19	4.3	29	21	24	28.3	20.8	24.2	5.82	27	21	24	4.44
16	4	0.00652	2.19	4.36	32	54	18	32.5	54	18	12.5	32	54	18	9.28
15	4	0.00652	2.19	4.63	18	21	13	17.3	22.4	13.7	6.73	16	24	15	5
14	3	0.0453	1.34	3.97	45	34	12	45.6	33.4	11.7	5.5	46	33	11	4.85
13	3	0.0453	1.34	4.02	52	47	12	52	46	12.6	7.32	52	45	13	5.35
12	3	0.0453	1.34	3.45	20	51	17	20.7	50.7	17.3	15.1	20	51	17	13
11	3	0.0453	1.34	4.05	32	42	29	32	41.7	29	15.5	32	42	29	11.4
10	3	0.0453	1.34	4.57	20	60	18	20.3	60.4	18	8.93	20	60	18	7.24
9	3	0.0453	1.34	3.39	45	23	12	45	23	12	4.56	45	23	12	3.73
8	3	0.0453	1.34	4.31	8	42	21	8.34	42.3	20.4	4.81	8	42	21	3.99
7	3	0.0453	1.34	3.37	23	37	48	23	38	48	9.04	23	38	48	8.24
6	3	0.0453	1.34	3.33	10	22	24	10.3	21.7	25	2.22	10	22	24	1.97
5	3	0.0453	1.34	4	26	59	16	26.3	58	16	14.5	26	57	16	7.96
4	3	0.0453	1.34	3.34	13	34	15	12.7	33.7	15.3	5.04	12	34	16	4.45
3	3	0.0453	1.34	4.37	38	46	21	37.7	46.6	21.3	7.53	38	46	21	5.29
2	3	0.0453	1.34	3.48	44	27	25	44.7	26	25.3	3.05	44	27	25	2.46
1	3	0.0453	1.34	3.85	37	23	10	37.7	23.7	10.3	5.64	37	23	10	4.92
