Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
12	21292	0	1.48e+03	14	19	42	11	32.2	37.3	27.4	14.9	28	32	9	1.17
11	16	2.58e-10	9.59	6.68	19	31	30	19	29.6	31.2	0.714	19	31	30	0.337
10	7	4.1e-05	4.39	6.87	53	58	26	52.7	58	26.9	1.07	53	57	26	0.6
9	7	4.1e-05	4.39	4.53	15	40	30	15.8	39.5	30.1	0.906	16	40	30	0.552
8	5	0.00108	2.97	4.84	44	35	35	44.4	34.8	34.5	0.415	44	35	35	0.328
7	4	0.00652	2.19	5.73	33	48	34	33.9	48	33.8	0.862	33	48	34	0.647
6	4	0.00652	2.19	4.84	39	59	24	38.6	58.3	23.5	0.459	39	59	24	0.43
5	4	0.00652	2.19	4.85	38	28	33	38.2	28	34.1	0.547	38	28	33	0.429
4	3	0.0453	1.34	4.12	20	40	34	20	39.7	34.6	0.332	20	40	34	0.295
3	3	0.0453	1.34	4	49	32	15	49	33	15.3	1.13	49	33	15	1.05
2	3	0.0453	1.34	3.37	38	43	39	38.3	42.3	39.3	0.296	38	42	40	0.295
1	3	0.0453	1.34	7.35	17	65	28	17.5	65.5	27.7	0.755	17	65	28	0.536
