Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
50	1122	0	101	7.29	46	20	22	38.2	19.5	29.9	1.31e+03	35	12	24	338
49	225	2.48e-33	32.6	5.92	21	19	18	19.3	23	19.3	1.28e+03	17	19	18	386
48	143	5.68e-24	23.2	4.57	44	55	25	41.7	59.8	24.6	1.43e+03	46	61	19	382
47	95	1.22e-17	16.9	6.1	47	56	34	46.7	56.3	33.2	845	48	58	33	353
46	90	6.33e-17	16.2	4.59	38	20	22	36.4	19.9	14.8	729	32	19	13	285
45	88	1.23e-16	15.9	6.52	47	48	36	46.5	46.9	35.3	1.49e+03	49	51	39	451
44	81	1.33e-15	14.9	6.52	27	21	39	23.8	24.6	37.5	1.15e+03	26	21	39	427
43	79	2.65e-15	14.6	5.68	20	46	34	16.3	45.7	35.4	852	20	46	34	392
42	70	6.41e-14	13.2	4.9	32	51	40	33.7	50.3	38.8	958	32	51	40	338
41	56	1.22e-11	10.9	5.25	51	39	33	53	35.6	31.8	779	54	34	33	343
40	55	1.8e-11	10.7	4.88	29	50	48	22.9	45.9	44.9	1.14e+03	29	50	48	493
39	54	2.66e-11	10.6	4.87	39	28	20	40.6	27	19.3	929	39	28	20	410
38	53	3.95e-11	10.4	3.99	25	60	24	24.1	59.6	24.4	696	27	62	18	284
37	48	2.97e-10	9.53	4.46	31	14	23	29.5	12.4	24.2	994	31	14	23	404
36	42	3.66e-09	8.44	4.24	16	28	41	15.7	29.4	39.6	454	14	26	39	276
35	40	8.68e-09	8.06	4.28	30	31	44	26.7	32.4	45.7	531	23	35	48	280
34	37	5.96e-08	7.22	3.89	15	56	33	17.2	55.5	32.4	633	18	57	35	363
33	31	5.36e-07	6.27	5.02	40	45	41	40.8	44.1	41.5	452	40	45	41	247
32	29	1.37e-06	5.86	4.83	28	38	37	29.2	38.8	38	616	28	38	37	358
31	27	3.58e-06	5.45	4.78	37	27	12	38.2	27.4	12.4	672	36	27	12	308
30	27	3.58e-06	5.45	4.08	47	50	29	49.1	49.7	29.3	574	48	48	31	317
29	26	5.9e-06	5.23	3.56	35	29	29	33.8	34.3	32.4	379	33	35	32	265
28	26	5.9e-06	5.23	4.55	35	33	44	34	32	46.7	1.13e+03	33	33	49	378
27	25	9.78e-06	5.01	4.28	20	29	46	19.7	30.8	45.9	825	22	30	47	455
26	24	1.64e-05	4.79	4.93	20	63	27	19.9	61.8	26.7	665	20	63	27	346
25	20	0.000137	3.86	3.25	45	53	13	43.3	52.3	14	1.43e+03	46	53	14	956
24	19	0.000239	3.62	3.34	13	33	31	12.7	32.2	32.7	436	11	33	31	274
23	19	0.000239	3.62	3.45	32	47	37	31.3	46.4	37.4	715	32	47	37	350
22	18	0.00042	3.38	4.46	53	44	13	49.8	42.3	13.1	1.47e+03	48	43	10	499
21	18	0.00042	3.38	4.14	38	65	19	36.8	64.8	18.5	619	38	67	20	405
20	16	0.00134	2.87	4.63	30	46	43	30.3	45.4	43.2	393	30	46	42	244
19	15	0.00243	2.61	4.13	18	61	21	17.1	59.3	20.6	936	16	58	20	613
18	14	0.00447	2.35	3.53	48	33	16	48.1	33.2	16.8	1.05e+03	50	34	17	698
17	14	0.00447	2.35	3.46	46	52	19	43.3	51.8	18	2.3e+03	43	51	18	1.17e+03
16	14	0.00447	2.35	3.37	52	33	20	52.9	32.6	20.2	620	55	33	20	343
15	14	0.00447	2.35	3.46	43	41	14	43	43	15	764	42	44	16	454
14	14	0.00447	2.35	4.14	46	43	40	46.2	44	40.2	498	47	44	42	327
13	14	0.00447	2.35	3.7	27	55	21	27.6	54.9	23.9	915	29	53	24	415
12	13	0.00833	2.08	4.23	47	42	43	46.3	39.5	44.8	803	47	40	44	565
11	13	0.00833	2.08	4.35	16	43	28	17.1	43.9	28.2	409	16	43	28	260
10	13	0.00833	2.08	4	14	36	31	13.2	37.2	31.7	455	12	37	32	310
9	12	0.0158	1.8	3.3	23	64	20	22.6	64.7	19.8	419	24	66	19	275
8	12	0.0158	1.8	3.71	37	67	33	37.4	65.7	31.2	1.4e+03	39	66	33	658
7	12	0.0158	1.8	3.52	34	45	28	33	44.8	30	1.18e+03	34	45	28	553
6	12	0.0158	1.8	3.94	42	32	19	41.7	32.9	18	516	42	32	19	326
5	12	0.0158	1.8	4.21	19	36	40	17.9	36.2	41.5	435	16	35	44	235
4	11	0.0303	1.52	4.22	48	27	42	48.8	28.7	41.3	776	47	27	42	413
3	11	0.0303	1.52	4.77	23	31	13	23	31.2	13.1	518	23	31	13	344
2	11	0.0303	1.52	3.75	21	50	27	21.3	49.1	27.9	383	22	49	28	298
1	11	0.0303	1.52	3.83	34	35	45	32.9	36.8	45.9	421	32	38	48	235
