Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
23	59	2.83e-11	10.5	4.06	43	48	16	42.6	50.1	16.5	4.24e+03	43	51	15	1.83e+03
22	49	1.14e-09	8.94	4.33	39	58	20	40.6	59.2	19.1	2.47e+03	39	60	18	1.14e+03
21	35	2.98e-07	6.53	4.1	42	33	10	40.8	33.3	10.4	9.43e+03	44	29	8	2.28e+03
20	33	7.75e-07	6.11	4.12	19	31	12	21.3	31.5	11.3	1.1e+04	23	29	9	3.46e+03
19	32	1.19e-06	5.92	4.33	30	35	9	31.5	35.5	9.8	1.01e+04	30	35	9	4.48e+03
18	29	4.53e-06	5.34	4.07	13	55	30	16.1	56.7	32.9	1.76e+03	19	60	34	821
17	27	1.13e-05	4.95	4.73	33	27	8	33.4	25.8	8.51	1.77e+04	32	28	8	7.23e+03
16	25	2.91e-05	4.54	4.09	13	53	28	13.4	53.6	25.8	1.27e+03	15	53	22	820
15	25	2.91e-05	4.54	4.62	34	46	32	33.9	46.7	31.4	1.58e+03	33	46	34	1.04e+03
14	24	4.71e-05	4.33	4.88	42	17	18	41.9	17.6	18.5	1.82e+03	42	17	18	1.09e+03
13	20	0.000347	3.46	4.4	36	21	19	35.8	21.1	20.4	1.51e+03	37	21	20	1.05e+03
12	20	0.000347	3.46	4.31	42	32	29	42	32	27.5	987	42	32	29	661
11	20	0.000347	3.46	3.88	19	24	9	22.8	26.3	10.3	1.05e+04	21	25	9	3.34e+03
10	15	0.00513	2.29	3.27	24	57	17	26	58.2	16.6	2.04e+03	24	57	17	790
9	14	0.00908	2.04	3.62	34	38	16	34.2	39.1	14.1	4.37e+03	33	39	15	2.73e+03
8	14	0.00908	2.04	3.76	39	17	14	39.7	15.5	14	981	39	16	14	702
7	13	0.0163	1.79	3.31	19	43	12	16.3	43.5	13.3	8.87e+03	18	46	12	1.84e+03
6	13	0.0163	1.79	3.43	40	42	20	38.3	43.4	20.2	3.61e+03	39	43	19	1.94e+03
5	13	0.0163	1.79	4.29	40	63	21	37.4	64.7	20.9	1.39e+03	40	63	21	731
4	12	0.0295	1.53	3.96	26	58	43	27.8	59.5	42.5	1.61e+03	27	59	42	1.16e+03
3	12	0.0295	1.53	4.12	35	38	31	34.9	39.6	31.6	1.96e+03	35	38	31	1.24e+03
2	12	0.0295	1.53	3.82	14	49	36	12.3	48.3	34.7	1.44e+03	14	49	36	876
1	12	0.0295	1.53	3.36	34	60	32	34	59.4	32.3	1.06e+03	34	61	33	778
